product_id
5287
5357
5353
5491
5579
5471
5383
5425
5549
5395
5731
5295
5297
5749
5733
5341
5339
5295
5297
5749
5733
5341
5339
5579
5471
5383
5425
5549
5395
5357
5353
5491
5579
5287
5357
5353
5491
5579
5471
5383
5425
5549
5357
5353
5491
5579
5471
5383
5425
5549
5395
5731
5295
5297
5749
5733
5341
5339
5295
5297
5749
5353
5491
5579
5287
5357
5353
5491
5579
5471
5383
5425
5549
5357
5353
5491
5579
5471
5383
5425
5549
5395
5749
5733
5341
5339
5579
5471
5383
5425
5549
5395
5357
5353
5491
5579
5287
5357
5353
5491
5579
5471
5383
5425
5549
5357
